tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
FIFA World Cup Qualifiers,1616701500,Mar 25 2021 - 7:45pm,complete,Stadionul Ilie OanÄƒ,,Romania,North Macedonia,,1,0,0,1,2,3,2,5,1,1,0,28;50;86,82;83,3,2,3,0,4,0,1,2,2,2,18,18,11,9,7,9,21,10,46,54,2.26,2.16
FIFA World Cup Qualifiers,1616706000,Mar 25 2021 - 9:00pm,complete,Stade Sylvio Cator,,Haiti,Belize,,2,0,0,3,1.5,2,0,2,0,0,0,50;81,,9,2,0,0,2,0,0,0,1,1,22,5,6,2,16,3,,,67,33,2.56,0.73
FIFA World Cup Qualifiers,1616709600,Mar 25 2021 - 10:00pm,complete,,,Curacao,St. Vincent / Grenadines,,2,0,0,3,1.5,5,0,5,4,4,0,1;17;35;45;87,,3,4,,,,,,,,,20,5,7,4,13,1,,,50,50,2.23,0.82
FIFA World Cup Qualifiers,1616713200,Mar 25 2021 - 11:00pm,complete,,,Trinidad and Tobago,Guyana,,2,0,0,2,1.5,3,0,3,3,3,0,7;15;44,,2,5,0,0,0,0,0,0,0,0,14,6,7,2,7,4,11,18,38,62,1.75,0.83
FIFA World Cup Qualifiers,1616716800,Mar 26 2021 - 12:00am,complete,,,Panama,Barbados,,2,0,0,3,1.5,1,0,1,0,0,0,82,,4,3,0,0,0,0,0,0,0,0,24,5,6,4,18,1,3,16,55,45,2.53,0.75
FIFA World Cup Qualifiers,1616716800,Mar 26 2021 - 12:00am,complete,,,Canada,Bermuda,,2,0,0,3,1.5,5,1,6,2,2,0,19;27;53;69;81,63,8,0,0,0,1,0,0,0,0,1,22,4,13,2,9,2,,,50,50,3.04,0.6
FIFA World Cup Qualifiers,1616725500,Mar 26 2021 - 2:25am,complete,Estadio CuscatlÃ¡n,,El Salvador,Grenada,,2,0,0,2,1.5,2,0,2,1,1,0,23;46,,6,1,1,0,0,0,0,1,0,0,15,8,7,3,8,5,,,58,42,1.93,1.06
African Cup of Nations Qualifiers,1616763600,Mar 26 2021 - 1:00pm,complete,,,Burundi,Central African Republic,,5,1,0.75,0.83,0.67,2,2,4,1,0,1,59;80,40;53,10,2,,,,,,,,,10,7,5,4,5,3,,,51,49,1.8,1.14
African Cup of Nations Qualifiers,1616763600,Mar 26 2021 - 1:00pm,complete,,,Swaziland,Guinea-Bissau,,5,0.25,0.75,0.33,1.5,1,3,4,3,1,2,19,15;24;50,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1616774400,Mar 26 2021 - 4:00pm,complete,EstÃ¡dio Nacional de Cabo Verde,,Cape Verde Islands,Cameroon,,5,1,2.5,1.67,1.83,3,1,4,2,1,1,24;59;69,14,2,11,1,0,0,0,0,1,0,0,7,10,4,6,3,4,,,43,57,1,1.58
African Cup of Nations Qualifiers,1616774400,Mar 26 2021 - 4:00pm,complete,,,Niger,Ivory Coast,,5,0.75,1.75,0.67,2.17,0,3,3,2,0,2,,25;34;60,0,3,,,,,,,,,3,6,0,5,3,1,,,48,52,0.41,1.13
African Cup of Nations Qualifiers,1616774400,Mar 26 2021 - 4:00pm,complete,Stade Alphonse Massamba-DÃ©bat,,Etoile du Congo,Senegal,,5,1.75,3,1.33,2.33,0,0,0,0,0,0,,,3,1,1,0,2,0,0,1,0,2,6,9,2,2,4,7,,,47,53,1,1.06
African Cup of Nations Qualifiers,1616785200,Mar 26 2021 - 7:00pm,complete,,,Mauritania,Morocco,,5,1.25,2.5,1.5,2.33,0,0,0,0,0,0,,,3,7,1,0,3,0,1,0,1,2,4,4,2,2,2,2,,,42,58,0.51,0.68
Friendly,1616806800,Mar 27 2021 - 1:00am,complete,Estadio El Teniente (Rancagua),,Chile,Bolivia,Juan Gabriel BenÃ­tez,,0,0,3,0,2,1,3,3,2,1,12;20,18,4,4,2,0,0,0,1,1,0,0,13,9,8,3,5,6,9,5,69,31,2.05,1.16
African Cup of Nations Qualifiers,1616850000,Mar 27 2021 - 1:00pm,complete,Setsoto Stadium,,Lesotho,Sierra Leone,,5,0.5,0.75,0.5,0.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616853600,Mar 27 2021 - 2:00pm,complete,Stadion Pod Goricom,,Montenegro,Gibraltar,,2,3,0,2,0,4,1,5,3,2,1,26;43;53;80,30,12,0,0,0,3,0,0,0,3,0,32,3,14,2,18,1,12,14,77,23,3.73,0.4
FIFA World Cup Qualifiers,1616853600,Mar 27 2021 - 2:00pm,complete,Olimpiyskiy Stadion Fisht,,Russia,Slovenia,,2,3,3,2,1,2,1,3,3,2,1,26;35,36,6,6,3,0,2,0,2,1,1,1,10,12,5,4,5,8,16,11,44,56,1.45,1.34
African Cup of Nations Qualifiers,1616860800,Mar 27 2021 - 4:00pm,complete,,,Benin,Nigeria,,5,1.75,2,1.4,2.33,0,1,1,0,0,0,,90+3,3,10,2,0,1,0,0,2,0,1,8,16,3,6,5,10,,,45,55,1.15,2.23
Friendly,1616864400,Mar 27 2021 - 5:00pm,complete,Nagyerdei Stadion (Debrecen),,Qatar,Azerbaijan,Ivan KruÅ¾liak,,3,0,2.33,0,2,1,3,1,0,1,55;58,16,2,1,4,0,4,0,2,2,1,3,11,5,5,4,6,1,10,10,52,48,1.35,0.81
Friendly,1616864400,Mar 27 2021 - 5:00pm,complete,Stadion Bilino Polje (Zenica),,Bosnia-Herzegovina,Costa Rica,Nejc KajtazoviÄ‡,,0,0,1,0.5,0,0,0,0,0,0,,,5,5,2,0,3,0,0,2,0,3,8,10,3,7,5,3,12,10,52,48,0.98,1.32
FIFA World Cup Qualifiers,1616864400,Mar 27 2021 - 5:00pm,complete,Stadyen Dynama,,Belarus,Estonia,,2,0,0,1.5,0,4,2,6,2,1,1,45;64;81;84,31;55,5,2,3,0,5,1,2,1,0,6,12,11,5,5,7,6,16,27,63,37,1.53,1.24
FIFA World Cup Qualifiers,1616864400,Mar 27 2021 - 5:00pm,complete,Estadio La Rosaleda,,Norway,Turkey,,2,3,3,2,2.33,0,3,3,2,0,2,,4;28;59,7,3,2,1,1,0,0,3,0,1,15,11,2,4,13,7,14,13,57,43,1.56,1.15
FIFA World Cup Qualifiers,1616864400,Mar 27 2021 - 5:00pm,complete,Johan Cruijff Arena,,Netherlands,Latvia,,2,0,0,2,0.33,2,0,2,1,1,0,32;69,,16,0,2,0,2,0,0,2,1,1,36,5,10,0,26,5,5,11,76,24,4.13,0.4
FIFA World Cup Qualifiers,1616864400,Mar 27 2021 - 5:00pm,complete,Stadion HNK Rijeka,,Croatia,Cyprus,,2,0,1,2,1.33,1,0,1,1,1,0,40,,7,0,3,0,0,0,0,3,0,0,19,4,4,3,15,1,12,7,68,32,2.07,0.57
FIFA World Cup Qualifiers,1616874300,Mar 27 2021 - 7:45pm,complete,Stadion Rajko MitiÄ‡,,Serbia,Portugal,,2,3,3,2.33,2.33,2,2,4,2,0,2,46;60,11;36,5,4,2,1,3,0,0,3,0,3,16,13,6,4,10,9,16,11,43,57,1.78,1.43
FIFA World Cup Qualifiers,1616874300,Mar 27 2021 - 7:45pm,complete,Aviva Stadium,,Republic of Ireland,Luxembourg,,2,0,0,0,1.5,0,1,1,0,0,0,,85,3,4,2,0,3,0,0,2,1,2,12,10,4,5,8,5,16,16,62,38,1.45,1.19
FIFA World Cup Qualifiers,1616874300,Mar 27 2021 - 7:45pm,complete,Sinobo Stadium,,Czech Republic,Belgium,,2,3,3,1.33,2.33,1,1,2,0,0,0,50,60,7,3,1,0,2,0,1,0,1,1,15,10,6,5,9,5,11,12,37,63,1.67,1.3
FIFA World Cup Qualifiers,1616874300,Mar 27 2021 - 7:45pm,complete,Å tadiÃ³n Antona MalatinskÃ©ho,,Slovakia,Malta,,2,1,0,1.67,0.33,2,2,4,2,0,2,49;53,16;20,8,1,2,0,2,0,1,1,1,1,16,10,4,5,12,5,13,17,66,34,1.68,1.13
Friendly,1616875200,Mar 27 2021 - 8:00pm,complete,Cardiff City Stadium (Cardiff (Caerdydd)),,Wales,Mexico,Ian McNabb,,0,0,3,1.5,1,0,1,1,1,0,11,,4,4,0,0,0,0,0,0,0,0,5,10,2,4,3,6,14,17,41,59,0.69,1.18
FIFA World Cup Qualifiers,1616877000,Mar 27 2021 - 8:30pm,complete,,,Turks and Caicos Islands,Nicaragua,,3,0,0,0,3,0,7,7,3,0,3,,3;8;45+2;46;59;78;87,0,9,,,,,,,,,0,27,0,9,0,18,,,50,50,0.1,2.99
FIFA World Cup Qualifiers,1616882400,Mar 27 2021 - 10:00pm,complete,,,British Virgin Islands,Guatemala,,3,0,3,0,3,0,3,3,2,0,2,,21;44;81,2,13,2,1,1,0,0,3,1,0,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616882400,Mar 27 2021 - 10:00pm,complete,,,Anguilla,Dominican Republic,,3,0,3,0,3,0,6,6,3,0,3,,22;25;27;46;67;76,2,9,,,,,,,,,0,17,0,9,0,8,,,50,50,0.19,2.41
FIFA World Cup Qualifiers,1616886000,Mar 27 2021 - 11:00pm,complete,,,US Virgin Islands,Antigua and Barbuda,,3,0,1,0,2,0,3,3,3,0,3,,26;34;42,,,,,,,,,,,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616886000,Mar 27 2021 - 11:00pm,complete,,,Bahamas,St. Kitts and Nevis,,3,0,3,0,3,0,4,4,1,0,1,,25;53;65;82,,,,,,,,,,,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616889600,Mar 28 2021 - 12:00am,complete,,,Aruba,Suriname,,3,0,3,0,3,0,6,6,3,0,3,,19;27;37;55;70;74,0,19,1,0,1,0,0,1,1,0,4,21,0,13,4,8,,,92,8,0.49,3.53
African Cup of Nations Qualifiers,1616936400,Mar 28 2021 - 1:00pm,complete,Sam Nujoma Stadium,,Namibia,Guinea,,6,1.2,2.2,1.5,1.83,2,1,3,2,1,1,45+2;77,17,5,3,1,0,0,0,0,1,0,0,8,11,5,2,3,9,,,49,51,1.18,1.28
African Cup of Nations Qualifiers,1616936400,Mar 28 2021 - 1:00pm,complete,Stade Olympique de RadÃ¨s,,Tunisia,Equatorial Guinea,,6,2.6,1.8,2.67,1.5,2,1,3,1,1,0,4;52,88,5,0,2,0,2,0,1,1,0,2,16,13,6,4,10,9,,,50,50,1.81,1.42
African Cup of Nations Qualifiers,1616936400,Mar 28 2021 - 1:00pm,complete,Benjamin Mkapa National Stadium,,Tanzania,Libya,,6,0.8,0.6,1.17,0.5,1,0,1,1,1,0,45+2,,6,6,,,,,,,,,12,11,5,4,7,7,,,60,40,1.57,1.36
FIFA World Cup Qualifiers,1616936400,Mar 28 2021 - 1:00pm,complete,Astana Arena,,Kazakhstan,France,,2,0,1,0.5,2.33,0,2,2,2,0,2,,19;44,0,9,0,0,1,0,0,0,0,1,5,16,0,11,5,5,13,17,37,63,0.49,2.15
Friendly,1616940000,Mar 28 2021 - 2:00pm,complete,Stadio Toumbas (ThessalonÃ­ki),,Greece,Honduras,Urs Schnyder,,0,1,3,0.5,2,1,3,2,1,1,14;59,41,5,6,2,0,2,0,2,0,0,2,15,12,6,4,9,8,14,15,63,37,1.91,1.43
African Cup of Nations Qualifiers,1616947200,Mar 28 2021 - 4:00pm,complete,,,Sudan,South Africa,,6,1.8,2,2,1.67,2,0,2,2,2,0,5;32,,1,8,,,,,,,,,9,6,3,0,6,6,,,37,63,1.04,0.77
African Cup of Nations Qualifiers,1616947200,Mar 28 2021 - 4:00pm,complete,Ohene Djan Sports Stadium,,Ghana,Sao Tome and Principe,,6,2,0.86,2.17,0.75,3,1,4,2,2,0,12;31;60,83,7,1,1,0,2,0,0,1,0,2,18,10,11,3,7,7,,,61,39,2.38,1.11
FIFA World Cup Qualifiers,1616947200,Mar 28 2021 - 4:00pm,complete,MCH Arena,,Denmark,Moldova,,2,3,1,3,0.33,8,0,8,5,5,0,19;22;29;35;39;48;81;89,,3,2,0,0,1,0,0,0,1,0,18,5,11,3,7,2,14,7,74,26,2.47,0.61
FIFA World Cup Qualifiers,1616947200,Mar 28 2021 - 4:00pm,complete,,,Albania,England,,2,3,3,2,3,0,2,2,1,0,1,,39;63,1,5,3,0,2,0,1,2,0,2,3,10,0,5,3,5,13,12,29,71,0.31,1.43
FIFA World Cup Qualifiers,1616947200,Mar 28 2021 - 4:00pm,complete,Vazgen Sargsyan anvan Hanrapetakan Marzadasht,,Armenia,Iceland,,2,3,0,3,1,2,0,2,0,0,0,53;74,,1,10,2,0,3,0,0,2,1,2,13,15,7,3,6,12,15,8,40,60,1.61,1.61
FIFA World Cup Qualifiers,1616947200,Mar 28 2021 - 4:00pm,complete,Boris Paichadze Dinamo Arena,,Georgia,Spain,,2,0,1,0.33,2.33,1,2,3,1,1,0,44,56;90+2,3,6,1,1,2,0,1,1,2,0,6,11,3,4,3,7,12,8,21,79,0.71,1.69
Friendly,1616947500,Mar 28 2021 - 4:05pm,complete,Windsor Park (Belfast),,Northern Ireland,USA,Rob Jenkins,,0,3,0,3,1,2,3,1,0,1,88,30;59,2,5,1,0,0,0,1,0,0,0,9,12,4,6,5,6,10,16,39,61,1.13,1.65
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,Stadion Slavija,,Bulgaria,Italy,,2,0,3,0.33,3,0,2,2,1,0,1,,43;83,0,12,3,0,2,0,0,3,0,2,5,26,2,7,3,19,14,18,32,68,0.65,2.54
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,Kybunpark,,Switzerland,Lithuania,,2,3,0,3,0,1,0,1,1,1,0,2,,14,3,0,0,1,0,0,0,1,0,25,7,9,2,16,5,8,8,68,32,2.84,0.68
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,,,Ukraine,Finland,,2,1,1,1,1,1,1,2,0,0,0,80,89,3,3,3,1,2,0,0,4,0,2,19,9,6,2,13,7,10,10,61,39,1.96,0.93
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,Ernst-Happel-Stadion,,Austria,Faroe Islands,,2,1,1,1.33,0.33,3,1,4,4,3,1,30;37;44,19,9,4,1,0,0,0,1,0,0,0,24,10,9,4,15,6,10,7,70,30,2.83,1.1
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,,,Israel,Scotland,,2,0,1,1.33,1.67,1,1,2,1,1,0,44,56,0,4,1,0,1,0,0,1,1,0,15,14,4,4,11,10,17,15,54,46,1.46,1.43
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,Stadion Miejski Legii Warszawa im. MarszaÅ‚ka JÃ³zefa PiÅ‚sudskiego,,Poland,Andorra,,2,1,0,1.33,0,3,0,3,1,1,0,30;55;88,,13,0,0,0,2,0,0,0,1,1,25,2,7,0,18,2,8,22,84,16,2.8,0.19
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,Stadio Olimpico di Serravalle,,San Marino,Hungary,,2,0,1,0,2.33,0,3,3,1,0,1,,13;71;88,1,16,4,0,2,0,3,1,1,1,2,24,0,9,2,15,17,14,19,81,0.21,2.72
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,,,North Macedonia,Liechtenstein,,2,0,0,2,0,5,0,5,1,1,0,7;51;54;62;82,,3,2,1,0,5,0,0,1,3,2,22,3,11,2,11,1,6,21,75,25,2.68,0.42
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,Arena NaÅ£ionalÄƒ,,Romania,Germany,,2,3,3,1,2,0,1,1,1,0,1,,17,3,6,1,0,1,0,1,0,0,1,10,18,3,9,7,9,10,11,33,67,0.95,2.33
FIFA World Cup Qualifiers,1616957100,Mar 28 2021 - 6:45pm,complete,,,Kosovo,Sweden,,2,0,3,0,3,0,3,3,2,0,2,,12;35;70,2,4,5,1,1,0,3,3,1,0,10,20,0,8,10,12,9,12,49,51,0.99,2.18
African Cup of Nations Qualifiers,1616958000,Mar 28 2021 - 7:00pm,complete,Stade 26 Mars,,Mali,Chad,,6,2,0.57,2.17,0.5,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
FIFA World Cup Qualifiers,1616961600,Mar 28 2021 - 8:00pm,complete,,,Dominica,Panama,,4,0,3,0,3,1,2,3,1,0,1,82,28;85,0,11,1,0,0,0,0,1,0,0,5,14,2,7,3,7,,,36,64,0.76,2.39
FIFA World Cup Qualifiers,1616965200,Mar 28 2021 - 9:00pm,complete,Estadio Nacional Mateo Flores,,Cuba,Curacao,,4,0,3,0,3,1,2,3,3,1,2,27,11;44,5,1,,,,,,,,,12,8,7,7,5,1,,,54,46,1.57,1.26
FIFA World Cup Qualifiers,1616965200,Mar 28 2021 - 9:00pm,complete,,,Puerto Rico,Trinidad and Tobago,,4,0,3,0.5,2,1,1,2,0,0,0,72,54,4,4,2,0,1,0,1,1,0,1,13,8,6,3,7,5,,,41,59,1.67,1.2
FIFA World Cup Qualifiers,1616968800,Mar 28 2021 - 10:00pm,complete,,,Montserrat,El Salvador,,4,1,3,1,2,1,1,2,1,0,1,89,4,2,6,2,0,3,0,1,1,0,3,6,11,3,4,3,7,,,49,51,0.99,1.34
Friendly,1617022800,Mar 29 2021 - 1:00pm,complete,Milliy Stadion (Toshkent (Tashkent)),,Uzbekistan,Iraq,,,3,2,1.5,2.33,0,1,1,0,0,0,,56,3,2,0,0,4,0,0,0,1,3,20,8,6,4,14,4,8,14,65,35,2.1,1.02
Friendly,1617025500,Mar 29 2021 - 1:45pm,complete,Theyab Awana Stadium  (Dubayy (Dubai)  ),,Kuwait,Lebanon,,,0,0,0.25,0.5,1,1,2,0,0,0,,,2,2,,,,,,,,,11,11,5,3,6,8,,,50,50,1.41,1.31
Friendly,1617030000,Mar 29 2021 - 3:00pm,complete,Zabeel Stadium (Dubayy (Dubai)),,UAE,India,Ilgiz Tantashev,,1,1,2,0.5,6,0,6,2,2,0,12;32;60;64;71;84,,4,0,0,0,2,0,0,0,1,1,23,2,13,2,10,0,8,16,50,50,2.86,0.42
African Cup of Nations Qualifiers,1617033600,Mar 29 2021 - 4:00pm,complete,Kamuzu Stadium,,Malawi,Uganda,,6,1.4,1.6,1.67,1.33,1,0,1,1,1,0,15,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1617033600,Mar 29 2021 - 4:00pm,complete,EstÃ¡dio 11 de Novembro,,Angola,Gabon,,6,0.2,2,0.67,1.67,2,0,2,0,0,0,63;69,,4,1,2,0,2,0,1,1,0,2,12,8,5,3,7,5,,,59,41,1.53,1.08
African Cup of Nations Qualifiers,1617033600,Mar 29 2021 - 4:00pm,complete,,,Egypt,Comoros,,6,1.8,1.8,2,1.5,4,0,4,4,4,0,15;17;21;25,,6,7,0,0,1,0,0,0,0,1,6,4,5,0,1,4,,,54,46,1.39,0.89
African Cup of Nations Qualifiers,1617033600,Mar 29 2021 - 4:00pm,complete,Stade de KÃ©guÃ©,,Togo,Kenya,,6,0.4,0.8,0.33,1.17,1,2,3,1,0,1,90+4,32;65,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1617033600,Mar 29 2021 - 4:00pm,complete,Stade du 4 AoÃ»t,,Burkina,South Sudan,,6,1.8,1.29,2,1.13,1,0,1,0,0,0,50,,,,1,1,2,0,0,2,0,2,,,,,,,,,,,,
African Cup of Nations Qualifiers,1617033600,Mar 29 2021 - 4:00pm,complete,Stade des Martyrs de la PentecÃ´te,,Congo DR,Gambia,,6,1.2,1.71,1.5,1.5,1,0,1,1,1,0,45+2,,11,3,1,0,3,0,1,0,2,1,11,4,5,2,6,2,,,56,44,1.62,0.71
African Cup of Nations Qualifiers,1617044400,Mar 29 2021 - 7:00pm,complete,Stade Mustapha Tchaker,,Algeria,Botswana,,6,2.2,0.8,2.33,0.67,5,0,5,1,1,0,24;58;64;72;88,,11,2,2,0,2,0,1,1,2,0,16,3,11,2,5,1,11,12,68,32,2.48,0.48
African Cup of Nations Qualifiers,1617044400,Mar 29 2021 - 7:00pm,complete,National Sports Stadium,,Zimbabwe,Zambia,,6,1.6,0.8,1.33,1.17,0,2,2,1,0,1,,21;90+2,2,5,1,0,1,0,1,0,0,1,4,12,0,5,4,7,,,51,49,0.62,1.56
Friendly,1617049800,Mar 29 2021 - 8:30pm,complete,Estadio Banco Guayaquil (SangolquÃ­),,Ecuador,Bolivia,Jhon Alexander Ospina LondoÃ±o,,0,0,3,0,2,1,3,1,1,0,37;59,90+4,5,2,1,0,1,0,0,1,1,0,12,6,6,3,6,3,,,50,50,1.56,0.72
FIFA World Cup Qualifiers,1617055200,Mar 29 2021 - 10:00pm,complete,,,Cayman Islands,Canada,,4,0,3,0,3,0,11,11,6,0,6,,6;74;76;13;25;27;33;43;63;68;73,0,9,2,0,0,0,1,1,0,0,0,40,0,17,0,23,,,50,50,0.11,4.54
FIFA World Cup Qualifiers,1617100200,Mar 30 2021 - 10:30am,complete,Fukuda Denshi Arena,,Mongolia,Japan,,8,0.75,3,0.67,3,0,14,14,5,0,5,,13;79;87;90+1;90+2;90+3;23;26;33;40;55;68;73;79,1,12,,,,,,,,,3,36,0,25,3,11,,,25,75,0.35,5.02
Friendly,1617109200,Mar 30 2021 - 1:00pm,complete,Azadi Stadium (TehrÄn (Teheran)),,Iran,Syria,Mouood Bonyadifar,,0,0,3,0,3,0,3,2,2,0,2;38;81,,7,5,0,0,1,0,0,0,1,0,12,5,6,0,6,5,,,59,41,1.62,0.65
African Cup of Nations Qualifiers,1617109200,Mar 30 2021 - 1:00pm,complete,Stade BarthÃ©lemy Boganda,,Central African Republic,Mauritania,,6,0.8,1.2,0.67,1.5,0,1,1,1,0,1,,45+4,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1617109200,Mar 30 2021 - 1:00pm,complete,Stade Robert Champroux,,Ivory Coast,Ethiopia,,6,2,1.8,2.17,1.5,3,1,4,2,2,0,3;19;76,74,5,3,2,0,0,0,1,1,0,0,7,11,6,4,1,7,,,51,49,1.25,1.51
African Cup of Nations Qualifiers,1617109200,Mar 30 2021 - 1:00pm,complete,,,Madagascar,Niger,,6,1.4,0.6,1.33,0.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1617120000,Mar 30 2021 - 4:00pm,complete,StÄd al-Bahrayn al-WatanÄ« (Bahrain National Stadium) (Riffa),,Jordan,Bahrain,,,1.4,0,1.67,0,2,1,3,0,0,0,,,5,3,0,0,0,0,0,0,0,0,20,18,5,4,15,14,9,17,44,56,2.28,2.17
African Cup of Nations Qualifiers,1617120000,Mar 30 2021 - 4:00pm,complete,,,Senegal,Swaziland,,6,2.6,0.2,2.33,0.33,1,1,2,1,0,1,90+6,9,10,1,0,0,1,1,0,0,0,2,,,,,,,,,,,,
African Cup of Nations Qualifiers,1617120000,Mar 30 2021 - 4:00pm,complete,EstÃ¡dio Nacional 24 de Setembro,,Guinea-Bissau,Etoile du Congo,,6,1.2,1.6,1.5,1.33,3,0,3,1,1,0,45+1;73;80,,2,7,,,,,,,,,10,9,4,6,6,3,,,53,47,1.11,1.23
African Cup of Nations Qualifiers,1617120000,Mar 30 2021 - 4:00pm,complete,Teslim Balogun Stadium,,Nigeria,Lesotho,,6,2.2,0.6,2.33,0.5,3,0,3,1,1,0,23;50;83,,5,4,1,0,1,0,1,0,0,1,9,4,5,0,4,4,,,69,31,1.49,0.57
FIFA World Cup Qualifiers,1617120000,Mar 30 2021 - 4:00pm,complete,BakÄ± Olimpiya Stadionu,,Azerbaijan,Serbia,,3,0,2,0,2.33,1,2,3,1,0,1,59,16;81,2,9,1,0,2,0,0,1,1,1,9,19,3,9,6,10,19,14,33,67,0.95,2.28
FIFA World Cup Qualifiers,1617120000,Mar 30 2021 - 4:00pm,complete,,,Cyprus,Slovenia,,3,0.5,1.5,1.33,1,1,0,1,1,1,0,42,,2,6,0,0,2,0,0,0,1,1,9,13,4,4,5,9,12,15,37,63,1.06,1.42
FIFA World Cup Qualifiers,1617125400,Mar 30 2021 - 5:30pm,complete,,,Saudi Arabia,Palestine,,9,2,0.8,2.2,0.67,5,0,5,2,2,0,37;43;52;58;88,,7,4,1,0,3,0,0,1,1,2,13,3,9,2,4,1,,,72,28,1.99,0.54
Friendly,1617129900,Mar 30 2021 - 6:45pm,complete,Nagyerdei Stadion (Debrecen),,Qatar,Republic of Ireland,Balazs Berke,,3,0,2.33,1,1,1,2,1,0,1,47,4,1,6,0,0,2,0,0,0,1,1,9,10,3,6,6,4,10,11,56,44,1,1.3
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,Stade Josy Barthel,,Luxembourg,Portugal,,3,3,2,1.5,2.33,1,3,4,2,1,1,30,45+2;51;80,4,9,1,1,3,0,1,1,1,2,7,24,2,15,5,9,9,15,43,57,0.82,3.04
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,King Power at Den Dreef Stadion,,Belgium,Belarus,,3,2,3,2.33,1.5,8,0,8,4,4,0,14;17;38;42;49;70;76;89,,7,1,0,0,0,0,0,0,0,0,21,5,16,0,5,5,8,8,68,32,2.97,0.47
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,,,Wales,Czech Republic,,3,0,2,1.5,1.33,1,0,1,0,0,0,82,,3,5,2,1,2,1,0,3,0,3,8,12,3,5,5,7,18,16,43,57,0.97,1.37
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,Victoria Stadium,,Gibraltar,Netherlands,,3,0,1.5,0,2,0,7,7,1,0,1,,42;55;61;62;64;85;88,3,9,2,0,2,0,1,1,1,1,0,36,0,17,0,19,13,11,20,80,0.09,4.48
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,Stadion Pod Goricom,,Montenegro,Norway,,3,3,1.5,2,2,0,1,1,1,0,1,,35,2,4,0,0,2,0,0,0,0,2,14,10,5,2,9,8,13,14,41,59,1.61,1.16
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,AtatÃ¼rk Olimpiyat StadÄ±,,Turkey,Latvia,,3,3,0,2.33,0.33,3,3,6,3,2,1,2;33;52,35;58;79,7,3,3,0,3,0,0,3,0,3,18,11,9,5,9,6,16,16,64,36,2.13,1.29
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,Stadion HNK Rijeka,,Croatia,Malta,,3,1.5,0.5,2,0.33,3,0,3,0,0,0,62;76;90,,6,0,2,0,0,0,0,2,0,0,18,4,7,2,11,2,11,12,67,33,2.15,0.49
FIFA World Cup Qualifiers,1617129900,Mar 30 2021 - 6:45pm,complete,Å tadiÃ³n Antona MalatinskÃ©ho,,Slovakia,Russia,,3,1,3,1.67,2,2,1,3,1,1,0,38;74,71,2,2,1,0,2,0,1,0,2,0,9,10,5,3,4,7,8,14,38,62,1.17,1.37
